,index,FACS.selection,age,batch,cell,cell_ontology_class,cell_ontology_id,cellid,free_annotation,method,mouse.id,plate,sex,subtissue,tissue,well,n_genes,n_counts,louvain,cluster_names
1674,E9.B000971.3_39_F.1.1-1,nan,3m,1,E9.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2251,1114802,2,2_B cell
1675,E9.B001750.3_38_F.1.1-1,nan,3m,1,E9.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1872,831446,1,1_T cell
1677,E9.MAA000779.3_11_M.1.1-1,nan,3m,1,E9.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1085,193432,0,0_B cell
1678,F1.B000971.3_39_F.1.1-1,nan,3m,1,F1.B000971.3_39_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_39_F,nan,female,NA,Spleen,nan,1953,1137767,12,12_NK cell
1679,F1.B001750.3_38_F.1.1-1,nan,3m,1,F1.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2033,571358,2,2_B cell
1680,F1.MAA000508.3_9_M.1.1-1,nan,3m,1,F1.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2384,451129,2,2_B cell
1681,F1.MAA000559.3_8_M.1.1-1,nan,3m,1,F1.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2297,507491,2,2_B cell
1682,F1.MAA000779.3_11_M.1.1-1,nan,3m,1,F1.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1039,152754,0,0_B cell
1683,F10.B001750.3_38_F.1.1-1,nan,3m,1,F10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2350,2020768,2,2_B cell
1684,F10.MAA000559.3_8_M.1.1-1,nan,3m,1,F10.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1956,424710,1,1_T cell
1685,F11.B000971.3_39_F.1.1-1,nan,3m,1,F11.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1513,1085024,3,3_B cell
1686,F11.B001750.3_38_F.1.1-1,nan,3m,1,F11.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2039,409729,1,1_T cell
1687,F11.MAA000559.3_8_M.1.1-1,nan,3m,1,F11.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1640,342618,3,3_B cell
1688,F11.MAA000776.3_10_M.1.1-1,nan,3m,1,F11.MAA000776.3_10_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_10_M,nan,male,NA,Spleen,nan,1577,245236,12,12_NK cell
1689,F11.MAA000779.3_11_M.1.1-1,nan,3m,1,F11.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,2141,295067,9,9_T cell
1690,F12.B000971.3_39_F.1.1-1,nan,3m,1,F12.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1753,1369210,0,0_B cell
1691,F12.B001750.3_38_F.1.1-1,nan,3m,1,F12.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2512,625961,2,2_B cell
1692,F12.MAA000508.3_9_M.1.1-1,nan,3m,1,F12.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,2846,426511,2,2_B cell
1693,F12.MAA000559.3_8_M.1.1-1,nan,3m,1,F12.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1423,330519,1,1_T cell
1694,F12.MAA000776.3_10_M.1.1-1,nan,3m,1,F12.MAA000776.3_10_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_10_M,nan,male,NA,Spleen,nan,2238,285002,12,12_NK cell
1695,F12.MAA000779.3_11_M.1.1-1,nan,3m,1,F12.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1747,243528,0,0_B cell
1696,F13.B000971.3_39_F.1.1-1,nan,3m,1,F13.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1439,832760,3,3_B cell
1697,F13.MAA000559.3_8_M.1.1-1,nan,3m,1,F13.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1732,333840,2,2_B cell
1698,F13.MAA000776.3_10_M.1.1-1,nan,3m,1,F13.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,3497,617564,2,2_B cell
1699,F13.MAA000779.3_11_M.1.1-1,nan,3m,1,F13.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1594,167241,1,1_T cell
1700,F14.B000971.3_39_F.1.1-1,nan,3m,1,F14.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1884,983049,4,4_B cell
1701,F14.MAA000559.3_8_M.1.1-1,nan,3m,1,F14.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1434,178596,11,11_B cell
1703,F15.B000971.3_39_F.1.1-1,nan,3m,1,F15.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1723,1290935,1,1_T cell
1704,F15.B001750.3_38_F.1.1-1,nan,3m,1,F15.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2402,606518,4,4_B cell
1705,F15.MAA000559.3_8_M.1.1-1,nan,3m,1,F15.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1536,332613,5,5_B cell
1706,F15.MAA000776.3_10_M.1.1-1,nan,3m,1,F15.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2106,246495,4,4_B cell
1707,F15.MAA000779.3_11_M.1.1-1,nan,3m,1,F15.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1053,139978,0,0_B cell
1708,F16.B000971.3_39_F.1.1-1,nan,3m,1,F16.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1687,1217207,11,11_B cell
1709,F16.B001750.3_38_F.1.1-1,nan,3m,1,F16.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2595,566953,2,2_B cell
1710,F16.MAA000559.3_8_M.1.1-1,nan,3m,1,F16.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1939,454924,1,1_T cell
1711,F16.MAA000776.3_10_M.1.1-1,nan,3m,1,F16.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2167,332350,5,5_B cell
1712,F16.MAA000779.3_11_M.1.1-1,nan,3m,1,F16.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1156,183089,0,0_B cell
1713,F17.B001750.3_38_F.1.1-1,nan,3m,1,F17.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1655,404592,0,0_B cell
1714,F17.MAA000559.3_8_M.1.1-1,nan,3m,1,F17.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1554,322067,4,4_B cell
1715,F17.MAA000779.3_11_M.1.1-1,nan,3m,1,F17.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,970,143709,0,0_B cell
1716,F18.B000971.3_39_F.1.1-1,nan,3m,1,F18.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1427,640167,3,3_B cell
1717,F18.MAA000559.3_8_M.1.1-1,nan,3m,1,F18.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1446,247672,7,7_B cell
1718,F18.MAA000776.3_10_M.1.1-1,nan,3m,1,F18.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1405,259635,4,4_B cell
1719,F18.MAA000779.3_11_M.1.1-1,nan,3m,1,F18.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1280,235848,4,4_B cell
1720,F19.B000971.3_39_F.1.1-1,nan,3m,1,F19.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1948,1158847,0,0_B cell
1721,F19.B001750.3_38_F.1.1-1,nan,3m,1,F19.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2016,349926,1,1_T cell
1722,F19.MAA000559.3_8_M.1.1-1,nan,3m,1,F19.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1390,467028,3,3_B cell
1723,F19.MAA000776.3_10_M.1.1-1,nan,3m,1,F19.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1582,512274,0,0_B cell
1724,F2.B000971.3_39_F.1.1-1,nan,3m,1,F2.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1913,717110,9,9_T cell
1725,F2.B001750.3_38_F.1.1-1,nan,3m,1,F2.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2109,594665,7,7_B cell
1726,F2.MAA000508.3_9_M.1.1-1,nan,3m,1,F2.MAA000508.3_9_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_9_M,nan,male,NA,Spleen,nan,2824,488512,12,12_NK cell
1727,F2.MAA000559.3_8_M.1.1-1,nan,3m,1,F2.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1897,544316,3,3_B cell
1728,F2.MAA000776.3_10_M.1.1-1,nan,3m,1,F2.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2578,701031,9,9_T cell
1729,F2.MAA000779.3_11_M.1.1-1,nan,3m,1,F2.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1560,242326,1,1_T cell
1730,F20.B000971.3_39_F.1.1-1,nan,3m,1,F20.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1640,1689957,0,0_B cell
1731,F20.B001750.3_38_F.1.1-1,nan,3m,1,F20.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1701,428270,0,0_B cell
1732,F20.MAA000559.3_8_M.1.1-1,nan,3m,1,F20.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2395,873611,2,2_B cell
1733,F20.MAA000776.3_10_M.1.1-1,nan,3m,1,F20.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1644,277808,0,0_B cell
1734,F20.MAA000779.3_11_M.1.1-1,nan,3m,1,F20.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1346,201412,2,2_B cell
1735,F21.B000971.3_39_F.1.1-1,nan,3m,1,F21.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,3101,972449,6,6_B cell
1736,F21.B001750.3_38_F.1.1-1,nan,3m,1,F21.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1867,428027,4,4_B cell
1737,F21.MAA000508.3_9_M.1.1-1,nan,3m,1,F21.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2219,253968,1,1_T cell
1738,F21.MAA000776.3_10_M.1.1-1,nan,3m,1,F21.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1628,481656,11,11_B cell
1739,F21.MAA000779.3_11_M.1.1-1,nan,3m,1,F21.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1100,175494,0,0_B cell
1740,F22.B000971.3_39_F.1.1-1,nan,3m,1,F22.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2050,607496,4,4_B cell
1741,F22.B001750.3_38_F.1.1-1,nan,3m,1,F22.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1631,365988,0,0_B cell
1742,F22.MAA000559.3_8_M.1.1-1,nan,3m,1,F22.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2456,656767,2,2_B cell
1743,F22.MAA000776.3_10_M.1.1-1,nan,3m,1,F22.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1617,448468,3,3_B cell
1744,F22.MAA000779.3_11_M.1.1-1,nan,3m,1,F22.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1166,245749,0,0_B cell
1745,F3.B000971.3_39_F.1.1-1,nan,3m,1,F3.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2061,1589379,3,3_B cell
1747,F3.MAA000508.3_9_M.1.1-1,nan,3m,1,F3.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1520,195784,0,0_B cell
1749,F3.MAA000779.3_11_M.1.1-1,nan,3m,1,F3.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1569,307606,0,0_B cell
1750,F4.B000971.3_39_F.1.1-1,nan,3m,1,F4.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,2268,2162003,1,1_T cell
1751,F4.B001750.3_38_F.1.1-1,nan,3m,1,F4.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1932,483244,5,5_B cell
1752,F4.MAA000508.3_9_M.1.1-1,nan,3m,1,F4.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2505,376556,9,9_T cell
1754,F4.MAA000776.3_10_M.1.1-1,nan,3m,1,F4.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1697,265722,2,2_B cell
1755,F4.MAA000779.3_11_M.1.1-1,nan,3m,1,F4.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,989,147660,0,0_B cell
1756,F5.B000971.3_39_F.1.1-1,nan,3m,1,F5.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1767,972250,0,0_B cell
1757,F5.B001750.3_38_F.1.1-1,nan,3m,1,F5.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2357,584117,4,4_B cell
1758,F5.MAA000559.3_8_M.1.1-1,nan,3m,1,F5.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2104,479964,2,2_B cell
1759,F5.MAA000776.3_10_M.1.1-1,nan,3m,1,F5.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2121,337785,5,5_B cell
1760,F5.MAA000779.3_11_M.1.1-1,nan,3m,1,F5.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,798,63868,3,3_B cell
1761,F6.B000971.3_39_F.1.1-1,nan,3m,1,F6.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1676,876255,11,11_B cell
1762,F6.B001750.3_38_F.1.1-1,nan,3m,1,F6.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2105,430132,5,5_B cell
1763,F6.MAA000776.3_10_M.1.1-1,nan,3m,1,F6.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1984,610420,1,1_T cell
1764,F7.B001750.3_38_F.1.1-1,nan,3m,1,F7.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2308,377747,5,5_B cell
1765,F7.MAA000508.3_9_M.1.1-1,nan,3m,1,F7.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1851,207352,0,0_B cell
1766,F7.MAA000559.3_8_M.1.1-1,nan,3m,1,F7.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1733,565954,0,0_B cell
1767,F7.MAA000776.3_10_M.1.1-1,nan,3m,1,F7.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1429,138070,0,0_B cell
1768,F7.MAA000779.3_11_M.1.1-1,nan,3m,1,F7.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,922,146179,3,3_B cell
1769,F8.B000971.3_39_F.1.1-1,nan,3m,1,F8.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1971,1897720,0,0_B cell
1770,F8.B001750.3_38_F.1.1-1,nan,3m,1,F8.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1905,2147543,0,0_B cell
1771,F8.MAA000559.3_8_M.1.1-1,nan,3m,1,F8.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1957,620894,2,2_B cell
1772,F8.MAA000779.3_11_M.1.1-1,nan,3m,1,F8.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1228,170184,3,3_B cell
1773,F9.B001750.3_38_F.1.1-1,nan,3m,1,F9.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2730,2267553,9,9_T cell
1774,F9.MAA000559.3_8_M.1.1-1,nan,3m,1,F9.MAA000559.3_8_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_8_M,nan,male,NA,Spleen,nan,1452,255808,12,12_NK cell
1776,F9.MAA000779.3_11_M.1.1-1,nan,3m,1,F9.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1197,130347,0,0_B cell
1777,G1.B000971.3_39_F.1.1-1,nan,3m,1,G1.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1571,903241,0,0_B cell
1778,G1.B001750.3_38_F.1.1-1,nan,3m,1,G1.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1942,320204,5,5_B cell
1779,G1.MAA000508.3_9_M.1.1-1,nan,3m,1,G1.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1872,276018,0,0_B cell
1780,G1.MAA000559.3_8_M.1.1-1,nan,3m,1,G1.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1423,251373,5,5_B cell
1781,G1.MAA000776.3_10_M.1.1-1,nan,3m,1,G1.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1893,370134,2,2_B cell
1782,G1.MAA000779.3_11_M.1.1-1,nan,3m,1,G1.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1207,201393,5,5_B cell
1783,G10.B000971.3_39_F.1.1-1,nan,3m,1,G10.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,3027,1441623,6,6_B cell
1784,G10.B001750.3_38_F.1.1-1,nan,3m,1,G10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1746,673391,5,5_B cell
1785,G10.MAA000559.3_8_M.1.1-1,nan,3m,1,G10.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1765,561156,0,0_B cell
1786,G10.MAA000779.3_11_M.1.1-1,nan,3m,1,G10.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1126,169412,11,11_B cell
1787,G11.B000971.3_39_F.1.1-1,nan,3m,1,G11.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1580,602643,3,3_B cell
1788,G11.B001750.3_38_F.1.1-1,nan,3m,1,G11.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1563,449002,4,4_B cell
1789,G11.MAA000559.3_8_M.1.1-1,nan,3m,1,G11.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1392,349401,0,0_B cell
1790,G11.MAA000779.3_11_M.1.1-1,nan,3m,1,G11.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1052,161822,0,0_B cell
1791,G12.B000971.3_39_F.1.1-1,nan,3m,1,G12.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,2046,1507408,1,1_T cell
1792,G12.B001750.3_38_F.1.1-1,nan,3m,1,G12.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1824,531326,0,0_B cell
1794,G12.MAA000776.3_10_M.1.1-1,nan,3m,1,G12.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,3148,461100,2,2_B cell
1795,G12.MAA000779.3_11_M.1.1-1,nan,3m,1,G12.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1641,192553,4,4_B cell
1796,G13.B001750.3_38_F.1.1-1,nan,3m,1,G13.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1525,727118,3,3_B cell
1797,G13.MAA000559.3_8_M.1.1-1,nan,3m,1,G13.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1612,249487,5,5_B cell
1798,G13.MAA000779.3_11_M.1.1-1,nan,3m,1,G13.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1202,156856,0,0_B cell
1799,G14.B000971.3_39_F.1.1-1,nan,3m,1,G14.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1738,788059,0,0_B cell
1800,G14.B001750.3_38_F.1.1-1,nan,3m,1,G14.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2036,868967,2,2_B cell
1801,G14.MAA000559.3_8_M.1.1-1,nan,3m,1,G14.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2272,825517,2,2_B cell
1802,G14.MAA000776.3_10_M.1.1-1,nan,3m,1,G14.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,2159,507399,9,9_T cell
1803,G14.MAA000779.3_11_M.1.1-1,nan,3m,1,G14.MAA000779.3_11_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_11_M,nan,male,NA,Spleen,nan,4567,314946,12,12_NK cell
1804,G15.B000971.3_39_F.1.1-1,nan,3m,1,G15.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2434,1312803,0,0_B cell
