chi_squared	pval
908.0	8.957201774916967e-200
909.0	5.4298283309284e-200
910.0	3.291547325274489e-200
911.0	1.9953283374481924e-200
912.0	1.2095641287844897e-200
913.0	7.332358457950801e-201
914.0	4.4448666693601014e-201
915.0	2.694474314988081e-201
916.0	1.6333889653086698e-201
917.0	9.901601536933048e-202
918.0	6.002352983582545e-202
919.0	3.6386298298531553e-202
920.0	2.2057408008306265e-202
921.0	1.337122923206817e-202
922.0	8.105661213585172e-203
923.0	4.9136680864126635e-203
924.0	2.978677198258682e-203
925.0	1.8056822095921797e-203
926.0	1.094610100507323e-203
927.0	6.635563912797276e-204
928.0	4.0225039070687746e-204
929.0	2.4384584775896274e-204
930.0	1.4782044540278403e-204
931.0	8.960946807967165e-205
932.0	5.432172376257938e-205
933.0	3.2930129308356155e-205
934.0	1.9962437934951073e-205
935.0	1.2101354142260186e-205
936.0	7.335920407588552e-206
937.0	4.4470856986113046e-206
938.0	2.69585564928261e-206
939.0	1.6342482030678247e-206
940.0	9.906942548878188e-207
941.0	6.0056707433425376e-207
942.0	3.6406894726486655e-207
943.0	2.2070186447518325e-207
944.0	1.3379152695299482e-207
945.0	8.110571594148578e-208
946.0	4.916709593843877e-208
947.0	2.9805601807354646e-208
948.0	1.806847399546307e-208
949.0	1.0953307914016114e-208
950.0	6.640019566550099e-209
951.0	4.025257448874006e-209
952.0	2.440159449083874e-209
953.0	1.479254804832378e-209
954.0	8.967430317383924e-210
955.0	5.436173025282843e-210
956.0	3.295480680216263e-210
957.0	1.9977654877088562e-210
958.0	1.2110734396748533e-210
959.0	7.341700937229327e-211
960.0	4.450646855087143e-211
961.0	2.698048905114996e-211
962.0	1.635598615788637e-211
963.0	9.915254954238567e-212
964.0	6.010786073343099e-212
965.0	3.643836575606251e-212
966.0	2.2089543625066954e-212
967.0	1.3391056072077982e-212
968.0	8.117889697197766e-213
969.0	4.9212077035433954e-213
970.0	2.983324368906605e-213
971.0	1.8085456977036102e-213
972.0	1.096374001210971e-213
973.0	6.646426397748611e-214
974.0	4.0291914202849986e-214
975.0	2.4425745635490765e-214
976.0	1.4807372036205671e-214
977.0	8.976527676073385e-215
978.0	5.441755034627526e-215
979.0	3.298905145228174e-215
980.0	1.9998659927355075e-215
981.0	1.2123616457640428e-215
982.0	7.34960006876903e-216
983.0	4.4554897762655377e-216
984.0	2.701017638053851e-216
985.0	1.637418199741505e-216
986.0	9.926405902655306e-217
987.0	6.017618763222627e-217
988.0	3.648022710392884e-217
989.0	2.211518714600843e-217
990.0	1.3406762823065197e-217
991.0	8.127508933235874e-218
992.0	4.927098059573565e-218
993.0	2.986930906234164e-218
994.0	1.8107536433698003e-218
995.0	1.0977255648600577e-218
996.0	6.654698880387329e-219
997.0	4.034254182192505e-219
998.0	2.445672642102585e-219
1000.0	8.988125218733544e-220
